   1.0000000e-04   5.3162148e-03
   1.0005156e-04   5.3217418e-03
   1.0010315e-04   5.3272745e-03
   1.0015476e-04   5.3328130e-03
   1.0020640e-04   5.3383573e-03
   1.0025807e-04   5.3439074e-03
   1.0030976e-04   5.3494634e-03
   1.0036148e-04   5.3550251e-03
   1.0041323e-04   5.3605927e-03
   1.0046500e-04   5.3661662e-03
   1.0051680e-04   5.3717454e-03
   1.0056863e-04   5.3773305e-03
   1.0062049e-04   5.3829215e-03
   1.0067237e-04   5.3885183e-03
   1.0072427e-04   5.3941210e-03
   1.0077621e-04   5.3997296e-03
   1.0082817e-04   5.4053440e-03
   1.0088016e-04   5.4109644e-03
   1.0093217e-04   5.4165906e-03
   1.0098421e-04   5.4222227e-03
   1.0103628e-04   5.4278607e-03
   1.0108837e-04   5.4335046e-03
   1.0114050e-04   5.4391545e-03
   1.0119264e-04   5.4448102e-03
   1.0124482e-04   5.4504719e-03
   1.0129702e-04   5.4561396e-03
   1.0134925e-04   5.4618131e-03
   1.0140151e-04   5.4674926e-03
   1.0145379e-04   5.4731781e-03
   1.0150610e-04   5.4788695e-03
   1.0155844e-04   5.4845669e-03
   1.0161080e-04   5.4902703e-03
   1.0166319e-04   5.4959796e-03
   1.0171561e-04   5.5016950e-03
   1.0176806e-04   5.5074163e-03
   1.0182053e-04   5.5131436e-03
   1.0187303e-04   5.5188769e-03
   1.0192556e-04   5.5246163e-03
   1.0197811e-04   5.5303616e-03
   1.0203069e-04   5.5361130e-03
   1.0208330e-04   5.5418704e-03
   1.0213593e-04   5.5476339e-03
   1.0218859e-04   5.5534034e-03
   1.0224128e-04   5.5591789e-03
   1.0229400e-04   5.5649605e-03
   1.0234674e-04   5.5707481e-03
   1.0239951e-04   5.5765419e-03
   1.0245231e-04   5.5823417e-03
   1.0250514e-04   5.5881475e-03
   1.0255799e-04   5.5939595e-03
   1.0261087e-04   5.5997776e-03
   1.0266378e-04   5.6056017e-03
   1.0271671e-04   5.6114320e-03
   1.0276967e-04   5.6172684e-03
   1.0282266e-04   5.6231109e-03
   1.0287568e-04   5.6289595e-03
   1.0292872e-04   5.6348143e-03
   1.0298179e-04   5.6406752e-03
   1.0303489e-04   5.6465423e-03
   1.0308801e-04   5.6524155e-03
   1.0314117e-04   5.6582949e-03
   1.0319435e-04   5.6641804e-03
   1.0324755e-04   5.6700721e-03
   1.0330079e-04   5.6759700e-03
   1.0335405e-04   5.6818741e-03
   1.0340734e-04   5.6877843e-03
   1.0346066e-04   5.6937008e-03
   1.0351400e-04   5.6996235e-03
   1.0356738e-04   5.7055524e-03
   1.0362078e-04   5.7114875e-03
   1.0367420e-04   5.7174288e-03
   1.0372766e-04   5.7233764e-03
   1.0378114e-04   5.7293302e-03
   1.0383465e-04   5.7352902e-03
   1.0388819e-04   5.7412565e-03
   1.0394175e-04   5.7472291e-03
   1.0399535e-04   5.7532079e-03
   1.0404897e-04   5.7591930e-03
   1.0410262e-04   5.7651844e-03
   1.0415629e-04   5.7711820e-03
   1.0421000e-04   5.7771860e-03
   1.0426373e-04   5.7831963e-03
   1.0431749e-04   5.7892128e-03
   1.0437127e-04   5.7952357e-03
   1.0442509e-04   5.8012649e-03
